fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda
2013-03-31,USD,2017986000,548025000,277994000,277994000,1,195055000,1469961000,569963000,-435427000,292098000,292098000,566497000,None,None,2952000,72024000,None,559846000,409455000,53999000,None,None,None,150391000,None,0,None,None,None,157075000,None,1449123000,-447779000,1616850000,744000,64279000,102218000,None,None,None,None,24084000,31144000,-76019000,30847000,None,-31330000,-9019000,None,None,None,None,20707000,20707000,None,None,None,None,-9786000,None,61735000,-134000,57160000,267732000,508752000,241020000,241020000,73603000,192100000,0,192100000,None,None,None,756000,None,-341000,None,24084000,73262000,16102000,None,57160000,None,75332000,99416000
2012-12-31,USD,1914066000,450771000,216259000,216259000,0,163485000,1463295000,559357000,-415050000,294177000,294177000,566199000,None,None,2752000,68275000,None,508807000,337528000,60669000,None,None,None,171279000,None,0,None,None,None,111682000,None,1396358000,-438721000,1560130000,744000,64536000,16083000,None,None,None,None,24306000,21948000,30419000,7001000,None,-23870000,-23339000,None,None,None,None,10914000,10914000,None,None,None,None,-12855000,None,-31306000,-181000,51224000,261843000,505244000,243401000,243401000,65905000,186454000,0,186454000,None,None,None,759000,None,-529000,None,24306000,65376000,14152000,None,51224000,None,66712000,91018000
2012-09-30,USD,2020320000,546053000,247566000,247566000,0,225378000,1474267000,567659000,-393142000,297054000,297054000,564841000,None,None,2750000,70359000,None,643924000,474249000,62105000,None,None,153384000,169675000,None,0,None,None,None,139663000,None,1367759000,-426131000,1520415000,743000,65109000,164122000,None,None,None,None,22932000,26237000,-93881000,7180000,None,-55783000,-33982000,None,None,None,None,9793000,9793000,None,None,None,None,-25712000,None,73489000,-867000,31822000,240191000,482736000,242545000,242545000,45790000,194401000,0,194401000,None,None,None,1491000,None,-930000,None,22932000,44860000,13038000,None,31822000,None,46351000,69283000
2012-06-30,USD,1838616000,401114000,174076000,174076000,40278000,133324000,1437502000,558977000,-387924000,285220000,285220000,549961000,None,None,2632000,94487000,None,473981000,315209000,61831000,None,None,153984000,158772000,None,0,None,None,None,115019000,None,1356393000,-400409000,1488988000,741000,67375000,-77706000,None,None,None,None,23841000,36888000,122733000,-34473000,None,-42102000,-33425000,None,None,None,None,61000,61000,None,None,None,None,-33933000,None,-155364000,-2131000,8485000,253900000,505887000,251987000,251987000,15162000,212275000,0,212275000,None,None,None,959000,None,-661000,None,23841000,14501000,6016000,None,8485000,None,15460000,39301000
2012-03-31,USD,2112202000,665368000,329440000,329440000,0,254661000,1446834000,546550000,-374904000,292887000,292887000,566547000,None,None,2665000,78602000,None,709544000,554436000,53208000,None,None,128771000,155108000,None,0,None,None,None,152028000,None,1394490000,-367070000,1490371000,741000,67225000,135833000,None,None,None,None,22517000,29140000,-132978000,3684000,None,-53395000,-38794000,None,None,None,None,10145000,10145000,None,None,None,None,-32127000,None,43691000,47000,67304000,296612000,540807000,244195000,244195000,95454000,201158000,0,201158000,None,None,None,650000,None,-540000,None,22517000,94914000,27610000,None,67304000,None,95564000,118081000
2011-12-31,USD,1924332000,528780000,285749000,285749000,0,145488000,1395552000,524908000,-395331000,276448000,276448000,553456000,None,None,2499000,95044000,None,562661000,427090000,51413000,None,None,96009000,135571000,None,0,None,None,None,115710000,None,1354039000,-335565000,1423651000,740000,68192308,32660000,None,None,None,None,22335000,29207000,-21368000,2399000,None,-22855000,-46347000,None,None,None,None,8285000,8285000,None,None,None,None,-47583000,None,-37169000,-627000,9280000,282837000,524049000,241212000,241212000,13756000,194042000,0,194042000,None,None,None,481000,None,3440000,None,22335000,17196000,7916000,None,9280000,None,17677000,40012000
2011-09-30,USD,2011927000,545231000,322918000,322918000,0,151428000,1466696000,515785000,-375841000,321250000,321250000,589780000,None,None,2337000,68548000,None,606037000,462696000,65678000,None,None,128053000,143341000,None,0,None,None,None,146188000,None,1398714000,-288398000,1424866000,739000,69257831,186636000,None,None,None,None,19996000,33820000,-58627000,-10598000,None,-261658000,-49453000,None,None,None,None,8285000,8285000,None,None,None,None,-44450000,None,-124227000,248000,57312000,280790000,519038000,238248000,238248000,79865000,200925000,0,200925000,None,None,None,522000,None,-338000,None,19996000,79527000,22215000,None,57312000,None,80049000,100045000
2011-06-30,USD,1850503000,624650000,447145000,447145000,0,114689000,1225853000,468244000,-365923000,195462000,195462000,523620000,None,None,2575000,60241000,None,454232000,316431000,63611000,None,None,154926000,137801000,None,0,None,None,None,177288000,68772000,1389516000,-243341000,1367972000,738000,69257831,-77241000,None,None,None,None,16693000,44427000,92867000,6507000,None,-47464000,-24589000,None,None,None,None,15529000,15529000,None,None,None,None,-28194000,None,-149370000,-76000,75196000,312158000,546750000,234592000,234592000,109580000,202578000,0,202578000,None,None,None,441000,None,300000,None,16693000,109439000,33751000,None,75688000,None,109880000,126573000
2011-03-31,USD,2070427000,887722000,596515000,596515000,0,223953000,1182705000,437956000,-354711000,191870000,191870000,517822000,None,None,2556000,64698000,None,731846000,599376000,63741000,None,None,114748000,132470000,None,0,None,None,None,137183000,62130000,1338581000,-215492000,1300862000,736000,70378788,211298000,None,None,None,None,16512000,37636000,-93938000,-138203000,None,-38272000,-34458000,None,None,None,None,8395000,8395000,None,None,None,None,-29001000,None,137233000,-1335000,92900000,329816000,562730000,232914000,232914000,137227000,192589000,0,192589000,None,None,None,348000,None,435000,None,16512000,137314000,44405000,None,92909000,None,137662000,154174000
2010-12-31,USD,1834583000,675752000,459282000,459282000,0,152834000,1158831000,414959000,-354353000,192916000,192916000,516648000,None,None,2464000,61172000,None,559041000,456841000,62185000,None,None,None,102200000,None,0,None,None,None,134655000,58286000,1269507000,-186641000,1208419000,735000,70823000,77954000,None,None,None,None,16123000,30653000,-15621000,-243619000,None,-30702000,-38450000,None,None,None,None,17000,17000,None,None,None,None,-39413000,None,8288000,-514000,88872000,321546000,551463000,229917000,229917000,135553000,185993000,0,185993000,None,None,None,239000,None,381000,None,16123000,135695000,46823000,None,88872000,None,135934000,152057000
2010-09-30,USD,1822905000,680775000,450994000,450994000,0,161323000,1142130000,398520000,-339565000,193898000,193898000,516104000,None,None,2330000,66128000,None,593358000,492413000,74527000,None,None,152964000,100945000,None,0,None,None,None,172617000,55638000,1223914000,-147539000,1128326000,735000,71457282,195979000,None,None,None,None,15243000,23010000,-68248000,-28356000,None,-9548000,-42692000,None,None,None,None,7117000,7117000,None,None,None,None,-36332000,None,143292000,-447000,73361000,293347000,521428000,228081000,228081000,111815000,181532000,0,181532000,None,None,None,254000,None,423000,None,15243000,111984000,38623000,None,73361000,None,112238000,127481000
2010-06-30,USD,1627826000,499647000,307702000,307702000,None,119210000,1128179000,388137000,None,194195000,194195000,514864000,None,None,15666000,57069000,None,443438000,343854000,90364000,None,None,145933000,99584000,None,None,None,None,None,166863000,None,1179381000,-111049000,1055591000,734000,71457282,-89780000,None,None,None,None,14513000,29410000,None,-367610000,None,16558000,-59392000,None,None,None,None,12839000,12839000,None,None,None,None,-19012000,None,None,None,71902000,291333000,506674000,215341000,215341000,100568000,190765000,0,190765000,None,None,None,332000,None,None,None,14513000,100766000,28864000,None,0,None,101098000,115611000
2010-03-31,USD,1880227000,768583000,439897000,439897000,None,155902000,1111644000,372012000,None,196003000,196003000,515052000,None,None,61781000,111003000,None,748103000,648763000,89152000,None,None,44757000,99340000,None,None,None,None,44757000,148741000,None,1127606000,-92222000,991295000,733000,72387000,214044000,None,None,None,None,14932000,39970000,None,3064000,None,-40651000,-5703000,None,None,None,None,7123000,7123000,None,None,None,None,-6355000,None,None,None,80900000,290085000,504385000,214300000,214300000,122020000,168065000,0,168065000,None,None,None,336000,None,None,None,14932000,122241000,41321000,None,0,None,122577000,137509000
