fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda
2013-06-30,USD,229822000,102259000,67540000,67540000,1,23336000,127563000,114198000,None,8400000,8400000,6800000,None,None,0,11383000,None,178867000,35961000,31617000,None,None,3125000,142906000,None,120313000,None,None,123438000,281000,120313000,50955000,0,47437000,109000,10535000,20185000,None,None,None,None,6244000,2626000,-1155000,0,None,-2626000,-781000,None,None,None,None,0,0,None,None,None,None,0,None,16778000,None,15002000,60675000,131980000,71305000,71305000,26257000,12978000,0,34418000,None,None,None,1337000,None,None,None,6244000,24920000,9918000,None,15002000,None,20013000,26257000
2013-03-31,USD,216027000,84995000,50762000,50762000,0,22181000,131032000,117912000,None,8400000,8400000,6800000,None,None,0,12052000,None,183704000,39417000,31082000,None,None,3125000,144287000,None,121094000,None,None,124219000,281000,121094000,32323000,0,32435000,108000,10850000,31393000,None,None,None,None,6190000,2368000,1081000,1792000,None,-2368000,-25780000,None,None,None,None,0,0,None,None,None,None,-24999000,None,3245000,None,17231000,64079000,137506000,73427000,73427000,29919000,11088000,0,34160000,None,None,None,1296000,None,None,None,6190000,28623000,11392000,None,17231000,None,29919000,36109000
2012-12-31,USD,227792000,89655000,47517000,47517000,1,23262000,138137000,121520000,None,8400000,8400000,6800000,None,None,0,18876000,None,186804000,43024000,39124000,None,None,3125000,143780000,None,121875000,None,None,125000000,281000,121875000,40988000,0,41311000,114000,11314000,24816000,None,None,None,None,6116000,6568000,847000,25339000,None,-6568000,-16340000,None,None,None,None,11719000,11719000,None,None,None,None,-25001000,None,1908000,None,16627000,64248000,141933000,77685000,77685000,28725000,10711000,0,35523000,None,None,None,1244000,None,None,None,6116000,27482000,10855000,None,16626000,None,31125000,37241000
2012-09-30,USD,231614000,91937000,45609000,45609000,0,24109000,139677000,122620000,None,1600000,1600000,6800000,None,None,0,22219000,None,166621000,71806000,40362000,None,None,30000000,94815000,None,25000000,None,None,102500000,1444000,47500000,64993000,0,56185000,119000,11487000,14585000,None,None,None,None,6108000,8294000,109000,0,None,-8294000,-9372000,None,None,None,None,11872000,11872000,None,None,None,None,0,None,-3081000,None,4102000,51263000,124260000,72997000,72997000,7836000,20256000,0,43427000,None,None,None,1055000,None,1000,None,6108000,6782000,2679000,None,4103000,None,7837000,13945000
2012-06-30,USD,220143000,84930000,48690000,48690000,0,24218000,135213000,118836000,None,8400000,8400000,6800000,None,None,0,12022000,None,150896000,59199000,25757000,None,None,30000000,91697000,None,15000000,None,None,100000000,3442000,55000000,69247000,0,63955000,119000,11483000,6179000,None,None,None,None,5932000,5821000,-898000,0,None,-5821000,-4372000,None,None,None,None,11872000,11872000,None,None,None,None,0,None,-4014000,None,21212000,70602000,146254000,75652000,75652000,36168000,19381000,0,34434000,None,None,None,1109000,None,2000,None,5932000,35061000,13849000,None,21212000,None,36170000,42102000
2012-03-31,USD,224234000,89389000,52704000,52704000,0,23320000,134845000,119542000,None,8400000,8400000,6800000,None,None,0,13365000,None,168208000,83890000,36517000,None,None,30000000,84318000,None,62500000,None,None,92500000,281000,62500000,56026000,0,54615000,119000,11477000,36482000,None,None,None,None,5817000,4050000,1686000,425000,None,-4050000,-36865000,None,None,None,None,11865000,11865000,None,None,None,None,0,None,-4433000,None,23989000,75768000,149532000,73764000,73764000,40858000,19441000,0,34910000,None,None,None,1208000,None,1000,None,5817000,39651000,15662000,None,23989000,None,40859000,46676000
2011-12-31,USD,231133000,94668000,57137000,57137000,0,25006000,136465000,121149000,None,8400000,8400000,6800000,None,None,0,12525000,None,188840000,77184000,34039000,None,None,27500000,111656000,None,20000000,None,None,117500000,281000,70000000,42293000,0,42491000,118000,11592000,31614000,None,None,None,None,5746000,5104000,-3806000,-8156000,None,-12104000,-19444000,None,None,None,None,11944000,11944000,None,None,None,None,-20000000,None,66000,None,26671000,83341000,155824000,72483000,72483000,45369000,19313000,0,37972000,None,None,None,1213000,None,3000,None,5746000,44157000,17486000,None,26671000,None,45371000,51117000
2011-09-30,USD,224205000,91056000,57071000,57071000,0,21200000,133149000,121898000,None,0,0,0,None,None,0,12785000,None,180455000,82889000,38014000,None,None,22500000,97566000,None,82500000,None,None,105000000,5143000,None,43750000,0,38411000,120000,11647000,35316000,None,None,None,None,5614000,6825000,1149000,3262000,None,-6825000,-21978000,None,None,None,None,11978000,11978000,None,None,None,None,0,None,6513000,None,13935000,67695000,135865000,68170000,68170000,24405000,19939000,0,43290000,None,None,None,1209000,None,5000,None,5614000,23201000,9266000,None,13935000,None,24410000,30024000
2011-06-30,USD,235178000,108735000,64107000,64107000,0,22349000,126443000,120774000,None,0,0,0,None,None,12386000,10884000,None,59174000,46530000,31983000,None,None,-3011000,12644000,None,100000000,None,None,115000000,-9413000,None,176004000,0,174625000,133000,11737000,20261000,None,None,None,None,5261000,6678000,3362000,-25324000,None,-6678000,-34119000,None,None,None,None,12009000,12009000,None,None,None,None,-55427000,None,-20536000,None,29647000,87416000,163789000,76373000,76373000,50145000,21030000,0,37271000,None,None,None,1167000,None,26000,None,5261000,49004000,19357000,None,29647000,None,50171000,55432000
2011-03-31,USD,237617000,108220000,71094000,71094000,0,25711000,129397000,118957000,None,0,0,0,None,None,0,11415000,None,164314000,71166000,27107000,None,None,28447000,93148000,None,80000000,None,None,108447000,281000,None,73303000,0,73179000,124000,12794000,67172000,None,None,None,None,4904000,11384000,-3700000,26506000,None,1002000,-61187000,None,None,None,None,13174000,13174000,None,None,None,None,-127237000,None,6987000,None,35791000,96980000,171956000,74976000,74976000,59225000,21713000,0,37755000,None,None,None,183000,None,118000,None,4904000,59160000,23369000,None,35791000,None,59343000,64247000
2010-12-31,USD,412767000,286324000,64107000,64107000,0,199600000,126443000,116063000,None,0,0,0,None,None,12386000,10231000,None,236763000,224119000,31280000,None,None,11446000,12644000,None,0,None,None,None,10793000,None,176004000,0,174625000,133000,12744000,21375000,None,None,None,None,4496000,13948000,None,0,None,14216000,-55606000,None,None,None,None,13317000,13317000,None,None,None,None,-42289000,None,None,None,35883000,114840000,171951000,57111000,57111000,58905000,26133000,0,55935000,None,None,None,0,None,None,None,4496000,59311000,23428000,None,0,None,58905000,63401000
2010-09-30,USD,443021000,325289000,84122000,84122000,0,181695000,117732000,103742000,None,0,0,0,None,None,40684000,18788000,None,250042000,237729000,41301000,None,None,11432000,12313000,None,0,None,None,None,11713000,None,192979000,0,192548000,136000,13557000,53592000,None,None,None,None,4311000,9420000,None,0,None,2940000,-60420000,None,None,None,None,10327000,10327000,None,None,None,None,-51225000,None,None,None,23341000,98574000,147597000,49023000,49023000,38249000,25590000,0,60325000,None,None,None,0,None,331000,None,4311000,38580000,15239000,None,23341000,None,37918000,42229000
2010-06-30,USD,442625000,331851000,88010000,88010000,0,180655000,110774000,97734000,None,0,0,0,None,None,52908000,10278000,None,215464000,203295000,24934000,None,None,12617000,12169000,None,0,None,None,12169000,10117000,None,227161000,0,226036000,139000,13704000,24747000,None,None,None,None,4304000,10477000,None,0,None,-10669000,-17334000,None,None,None,None,10427000,10427000,None,None,None,None,-7002000,None,None,None,35657000,109182000,159283000,50101000,50101000,58691000,25609000,0,50491000,None,None,None,0,None,247000,None,4304000,58938000,23281000,None,35657000,None,58444000,62748000
2010-03-31,USD,437051000,334592000,91266000,91266000,None,180886000,102459000,90996000,None,None,None,None,None,None,52716000,9724000,None,231251000,219078000,21837000,None,None,30692000,12173000,None,None,None,None,12173000,7036000,None,205800000,None,203750000,139000,13729000,63107000,None,None,None,None,4198000,12170000,None,None,None,-12361000,-23438000,None,None,None,None,10470000,10470000,None,None,None,None,-15001000,None,None,None,36379000,108924000,157901000,48977000,48977000,59926000,24253000,0,48998000,None,None,None,0,None,None,None,4198000,60170000,23791000,None,0,None,59682000,63880000
