fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda
2012-12-31,USD,494923000,214174000,105111000,105111000,61445000,7951000,280749000,269162000,None,2941000,2941000,2941000,None,None,55964000,101112000,None,260864000,152727000,14174000,None,None,6688000,108137000,587000,93100000,None,None,100375000,36802000,7405000,234059000,-39136000,170814000,471000,45364000,19462000,None,None,None,None,6139000,30439000,-3596000,-16368000,None,-57289000,73294000,None,None,None,None,94871000,94871000,None,None,None,None,-10317000,None,35467000,None,20909000,82479000,141298000,58819000,58819000,33247000,11696000,0,49232000,None,None,None,260000,None,19000,None,6139000,33006000,12097000,None,20909000,None,33266000,39405000
2012-09-30,USD,423089000,154347000,69644000,69644000,62243000,9158000,268742000,256528000,None,2941000,2941000,2941000,None,None,57027000,75545000,None,205861000,173869000,25197000,None,None,1847000,31992000,609000,18681000,None,None,21137000,88864000,7589000,217228000,-28819000,149905000,469000,45339000,45159000,None,None,None,None,5620000,23983000,-6133000,6060000,None,-23983000,-2292000,None,None,None,None,0,0,None,None,None,None,-2947000,None,18884000,None,18471000,76214000,133568000,57354000,57354000,31203000,8561000,0,45011000,None,None,None,154000,None,16000,None,5620000,31065000,12594000,None,18471000,None,31219000,36839000
2012-06-30,USD,375098000,129229000,50760000,50760000,57831000,8363000,245869000,233273000,None,2941000,2941000,2941000,None,None,54482000,-42207000,None,176452000,145794000,19784000,None,None,1855000,30658000,631000,19124000,None,None,21610000,85413000,7716000,198646000,-25872000,131434000,468000,45169000,34396000,None,None,None,None,5132000,33578000,-4269000,17152000,None,-39059000,-1277000,None,None,None,None,0,0,None,None,None,None,-1978000,None,-5940000,None,15598000,65854000,119260000,53406000,53406000,25398000,7701000,0,40456000,None,None,None,78000,None,26000,None,5132000,25346000,9748000,None,15598000,None,25424000,30556000
2012-03-31,USD,349969000,130299000,56700000,56700000,52830000,7843000,219670000,207169000,None,2941000,2941000,2941000,None,None,50454000,-37528000,None,168099000,136134000,24660000,None,None,1835000,31965000,652000,19468000,None,None,21955000,70069000,7719000,181870000,-23894000,115836000,461000,45151000,45179000,None,None,None,None,5032000,16876000,-150000,6955000,None,-11215000,1547000,None,None,None,None,0,0,None,None,None,None,2311000,None,35511000,None,14469000,66307000,117131000,50824000,50824000,24204000,7544000,0,42103000,None,None,None,207000,None,10000,None,5032000,24007000,9538000,None,14469000,None,24214000,29246000
2011-12-31,USD,317847000,115414000,21189000,21189000,59468000,23676000,202433000,189947000,None,2941000,2941000,2941000,None,None,56115000,11081000,None,154554000,121505000,18523000,None,None,2209000,33049000,674000,19901000,None,None,22784000,20912000,7140000,163293000,-23894000,101367000,460000,44371000,31608000,None,None,None,None,4980000,19030000,-1943000,-701000,None,-27968000,-1450000,None,None,None,None,14676000,14676000,None,None,None,None,-741000,None,2190000,None,15324000,62366000,113005000,50639000,50639000,23312000,39054000,0,39054000,None,None,None,414000,None,10000,None,4980000,22908000,7584000,None,15324000,None,23322000,28302000
2011-09-30,USD,303060000,106784000,18999000,18999000,53965000,16333000,196276000,179545000,None,2941000,2941000,2941000,None,None,47177000,-29690000,None,156388000,128592000,22277000,None,None,2652000,27796000,695000,20329000,None,None,23676000,67849000,6772000,146672000,-23153000,86043000,459000,44787000,29465000,None,None,None,None,4228000,23239000,-12881000,-4798000,None,-25026000,-92000,None,None,None,None,0,0,None,None,None,None,-2000,None,4347000,None,12868000,59976000,108909000,48933000,48933000,20661000,8067000,0,39315000,None,None,None,170000,None,20000,None,4228000,20511000,7643000,None,12868000,None,20681000,24909000
2011-06-30,USD,289943000,109807000,14652000,14652000,51620000,32120000,180136000,161532000,None,2941000,2941000,2941000,None,None,45390000,-33975000,None,147284000,121123000,27480000,None,None,3070000,26161000,None,20769000,None,None,23839000,68359000,5392000,142659000,-23151000,84536000,459000,45018000,12613000,None,None,None,None,4000000,23608000,-7349000,-11568000,None,-19368000,-8836000,None,None,None,None,0,0,None,None,None,None,-8158000,None,-15591000,None,13258000,56764000,103118000,46354000,46354000,22662000,7038000,0,34747000,None,None,None,29000,None,26000,None,4000000,22659000,9401000,None,12873000,None,22043000,26043000
2011-03-31,USD,286464000,128286000,30243000,30243000,58883000,32369000,158178000,140655000,None,2941000,2941000,2941000,None,None,49740000,-42949000,None,151151000,127030000,27072000,None,None,3595000,24121000,10000,21432000,None,None,25037000,76677000,2679000,135313000,-14993000,71278000,458000,46089000,23413000,None,None,None,None,3826000,14668000,-6023000,7539000,None,-11915000,-14892000,None,None,None,None,0,0,None,None,None,None,-14211000,None,-3394000,None,11298000,52834000,101709000,48875000,48875000,19215000,6832000,0,36664000,None,None,None,107000,None,32000,None,3826000,19140000,7842000,None,9481000,None,16202000,20028000
2010-12-31,USD,284255000,142284000,33637000,33637000,9886000,33334000,141971000,123999000,None,2941000,2941000,2941000,None,None,52178000,13249000,None,147595000,122848000,15693000,None,None,3699000,24747000,None,22032000,None,None,25731000,87593000,None,136660000,-782000,59980000,458000,45590000,3570000,None,None,None,None,3557000,23032000,None,-15254000,None,-20095000,-309000,None,None,None,None,2175000,2175000,None,None,None,None,782000,None,None,None,7571000,63872000,100031000,36159000,36159000,11281000,23979000,0,52591000,None,None,None,207000,None,None,None,3557000,11111000,3540000,None,0,None,11318000,14875000
2010-09-30,USD,281542000,153074000,50471000,50471000,9204000,32722000,128468000,107169000,None,2941000,2941000,2941000,None,None,55875000,4802000,None,154437000,128982000,21659000,None,None,3437000,25455000,None,25455000,None,None,28892000,87120000,None,127105000,-782000,52409000,458000,46351000,50407000,None,None,None,None,3242000,17240000,None,16433000,None,-42457000,-899000,None,None,None,None,None,None,None,None,None,None,-782000,None,None,None,12918000,53229000,98946000,45717000,45717000,22138000,12681000,0,34738000,None,None,None,176000,None,None,None,3242000,21995000,9077000,None,0,None,18524000,21766000
2010-06-30,USD,237813000,132933000,43420000,43420000,42013000,42636000,104880000,85012000,None,2941000,2941000,2941000,None,None,30658000,-25794000,None,124506000,98973000,12053000,None,None,2810000,25533000,None,25533000,None,None,28343000,34212000,None,113307000,None,39491000,457000,46557000,-18953000,None,None,None,None,2648000,10764000,None,-1207000,None,-35219000,-291000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12396000,46174000,97522000,51148000,51148000,20512000,11675000,0,35152000,None,None,None,162000,None,None,None,2648000,20387000,7991000,None,0,None,11059000,13707000
2010-03-31,USD,221969000,129391000,97883000,97883000,13349000,13890000,92578000,75127000,None,2941000,2941000,2941000,None,None,6203000,-1934000,None,122833000,96953000,9317000,None,None,2846000,25880000,None,25880000,None,None,28726000,31254000,None,99136000,None,27095000,457000,46325000,49080000,None,None,None,None,2661000,11591000,None,31699000,None,-14035000,267000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11480000,52577000,89326000,36749000,36749000,19597000,37754000,0,32980000,None,None,None,344000,None,None,None,2661000,19314000,7834000,None,0,None,19658000,22319000
