date,company_name,currency,total_assets,current_assets,total_liabilities,current_liabilities,total_debt,shareholder_equity,dividends_paid,net_income,operation_cash_flow,revenue,working_capital
2021-06-30,YDUQS PARTICIPACOES S.A.,BRL,1927624160.268714,614971409.1490723,1927624160.268714,395319697.69673705,1754655310.3007038,652174504.1586692,0.0,55213331.73384517,69697696.73704414,1361010876.5195138,1098610000.0
2021-09-30,YDUQS PARTICIPACOES S.A.,BRL,1825367176.5830698,553589394.7194234,1825367176.5830698,459213429.43296313,1632419283.6655145,615303191.880562,0.0,56143266.89710966,125415716.70221372,1632378465.8380525,513292000.0
2021-12-31,COGNA EDUCAÇÃO S.A.,BRL,15329765587.196901,3746272513.8443336,15329765587.196901,2197888313.4106345,5319794799.189949,7403715478.77202,0.0,0.0,0.0,0.0,8639829000.0
2022-03-31,COGNA EDUCAÇÃO S.A.,BRL,6007573461.116272,1463783880.7734528,6007573461.116272,864550789.4959049,2078931225.1963189,2905435911.5089087,0.0,-1813096.3438317997,-2886726.336232374,248384699.8226801,2838687000.0
2022-06-30,COGNA EDUCAÇÃO S.A.,BRL,5329848779.928972,1286201550.3875968,5329848779.928972,865863787.3754152,1823527131.7829456,2606188375.9117117,0.0,-46574827.20433803,22583342.880054988,665835338.144881,2201477000.0
2022-09-30,COGNA EDUCAÇÃO S.A.,BRL,4869460229.374769,891930632.6304107,4869460229.374769,718257121.7166111,1512513133.555309,2483890122.0865707,0.0,-107945615.98224196,11612652.608213097,825108583.0558639,938879000.0
2021-12-31,SER EDUCACIONAL S.A.,BRL,1662712055.7716086,385599383.50149643,1662712055.7716086,278897471.2808473,468895499.91935337,786614634.6708722,0.0,0.0,0.0,0.0,595386000.0
2022-03-31,SER EDUCACIONAL S.A.,BRL,703736384.3620706,129840834.24807905,703736384.3620706,119566832.72819388,244225702.94688848,304751963.1850038,0.0,-3867052.267162037,10665583.044836614,80260491.42953645,48670000.0
2022-06-30,SER EDUCACIONAL S.A.,BRL,628919311.1085653,119434834.07797761,628919311.1085653,95136136.25081147,214025279.71894452,267931989.15492418,0.0,-18426127.467827547,17417993.66097682,249865200.29022032,127262000.0
2022-09-30,SER EDUCACIONAL S.A.,BRL,643157047.7247503,143221975.58268592,643157047.7247503,99396411.39474659,240316130.2256752,252297817.2401036,0.0,-25176100.62893082,21932852.386237513,300360525.3422124,236921000.0
2021-12-31,YDUQS PARTICIPACOES S.A.,BRL,5321490528.504094,1598716822.8821304,5321490528.504094,1003210989.4442552,5144860481.370633,1742818330.0775998,0.0,0.0,0.0,0.0,3322863000.0
2022-03-31,YDUQS PARTICIPACOES S.A.,BRL,2122657476.9906278,606358819.5558559,2122657476.9906278,329340749.8100144,2000155154.9438488,695014565.5661573,0.0,16051465.000422193,56347420.41712405,503662078.8651525,1312290000.0
2022-06-30,YDUQS PARTICIPACOES S.A.,BRL,1886773208.0803452,523271661.51143694,1886773208.0803452,319414213.15920115,1835581968.1521366,601503608.6607859,0.0,-9666437.545346927,62583724.748921216,1322292740.672853,1067683000.0
2022-09-30,YDUQS PARTICIPACOES S.A.,BRL,1837625786.163522,531213096.5593785,1837625786.163522,256928227.89493155,1821204217.536071,561993710.691824,0.0,8321494.635590086,115035146.13392527,1701370699.2230856,1482784000.0
2022-12-31,COGNA EDUCAÇÃO S.A.,BRL,15178979318.011923,2909505472.388875,15178979318.011923,2339965498.0736423,4717749132.659906,7614223227.463533,0.0,0.0,0.0,0.0,2971347000.0
2023-03-31,COGNA EDUCAÇÃO S.A.,BRL,5083997401.4725,903010945.3128077,5083997401.4725,607100673.2548527,1508360171.6603017,2616078192.0548058,0.0,10613803.693058783,2621166.187645183,261796921.13862753,1503165000.0
2023-06-30,COGNA EDUCAÇÃO S.A.,BRL,5314364338.189516,963704187.9384054,5314364338.189516,681981488.3991201,1622203959.6563318,2746099697.0074296,0.0,-15751048.022247126,46895986.386087246,851539866.3512224,1357509000.0
2023-09-30,COGNA EDUCAÇÃO S.A.,BRL,5037408827.641303,876962053.1256242,5037408827.641303,722198721.7894948,1484952865.9876175,2620256840.4234076,0.0,-48792290.79288996,73312961.85340524,1049856800.479329,774900000.0
2022-12-31,SER EDUCACIONAL S.A.,BRL,1950553180.8859327,432790439.1328516,1950553180.8859327,317548254.7775584,759938854.9193996,711620057.1198559,0.0,0.0,0.0,0.0,601230000.0
2023-03-31,SER EDUCACIONAL S.A.,BRL,663442655.2226466,142851096.49986222,663442655.2226466,108558210.95318714,248504665.53801334,238036733.72967443,0.0,-5581322.099295248,17060711.051616207,83575534.46986103,174201000.0
2023-06-30,SER EDUCACIONAL S.A.,BRL,722454239.8206948,164438633.62802476,722454239.8206948,123066865.89465821,258707923.4632466,257452787.1165899,0.0,7141908.438135559,23942431.411613334,298145726.97463995,199354000.0
2023-09-30,SER EDUCACIONAL S.A.,BRL,684660675.0549232,145988815.6580787,684660675.0549232,129757339.72438587,241909127.22188938,240422408.62792093,0.0,-14080886.758538049,28602756.14140204,352941481.9253046,81271000.0
2022-12-31,YDUQS PARTICIPACOES S.A.,BRL,5203584558.471181,1207832512.315271,5203584558.471181,636911885.9136301,4927982020.66282,1702128960.53363,0.0,0.0,0.0,0.0,2978550000.0
2023-03-31,YDUQS PARTICIPACOES S.A.,BRL,1884662585.1411474,477260522.067798,1884662585.1411474,273836568.3688334,1786365211.2287886,613038505.4529706,0.0,29428323.949761804,59616914.05173433,517079018.8590102,1033353000.0
2023-06-30,YDUQS PARTICIPACOES S.A.,BRL,2017795002.697879,534785207.3216287,2017795002.697879,343336653.7998589,1912582700.369402,654142697.0489354,0.0,44325737.766156144,111434856.59735194,1630867471.8797991,922514000.0
2023-09-30,YDUQS PARTICIPACOES S.A.,BRL,1956904333.9324946,511495106.8504095,1956904333.9324946,337582584.38186544,1805309366.8863592,649708008.7876973,0.0,73552626.3231476,170853405.23267427,2082869183.1435993,870780000.0
2023-12-31,COGNA EDUCAÇÃO S.A.,BRL,15577827380.337555,3089009647.3650503,15577827380.337555,2274457000.020658,4857050013.42781,7874653872.37383,0.0,0.0,0.0,0.0,3943005000.0
2024-03-31,COGNA EDUCAÇÃO S.A.,BRL,5014962366.882857,966152614.3005846,5014962366.882857,727070221.7951797,1574340019.2169108,2540170349.907919,0.0,-729241.7327247978,25756265.513652015,303631395.6281528,1194360000.0
2024-06-30,COGNA EDUCAÇÃO S.A.,BRL,4314660417.75363,746713563.4996312,4314660417.75363,384869114.65735924,1262379684.4358885,2278922512.278934,0.0,-9167731.140816437,22777288.01971826,788014860.6588345,2011240000.0
2024-09-30,COGNA EDUCAÇÃO S.A.,BRL,4381275447.45296,774894355.2088114,4381275447.45296,480520605.78246903,1280328040.385498,2317604405.690684,0.0,-22216796.695731986,93451858.65075724,1011773841.211565,1603601000.0
2023-12-31,SER EDUCACIONAL S.A.,BRL,2162249054.888756,541984423.7403681,2162249054.888756,406819261.6770302,802859297.2090813,749573615.3862045,0.0,0.0,0.0,0.0,654294000.0
2024-03-31,SER EDUCACIONAL S.A.,BRL,673893826.5673794,150729041.55656978,673893826.5673794,140586916.48650813,246539154.4559212,238602570.26183042,0.0,-3507886.9405076467,13251861.638241652,90222195.53206822,50666000.0
2024-06-30,SER EDUCACIONAL S.A.,BRL,631973085.2958639,167467031.28654444,631973085.2958639,131416800.10075022,232314556.60903513,223241638.63051653,0.0,14435708.759872623,18905780.54441106,272614288.5414605,200378000.0
2024-09-30,SER EDUCACIONAL S.A.,BRL,628634786.5993575,157750711.335475,628634786.5993575,134912161.54199174,220557136.30105555,225531711.7944011,0.0,4907755.85130794,34950160.62413952,354693162.00091785,124413000.0
2023-12-31,YDUQS PARTICIPACOES S.A.,BRL,5755941909.228004,1307222715.7229326,5755941909.228004,886350114.6528394,5340606730.431549,1894613382.362055,0.0,0.0,0.0,0.0,2037318000.0
2024-03-31,YDUQS PARTICIPACOES S.A.,BRL,1921598406.5978062,461164825.04604053,1921598406.5978062,312526223.0763072,1738887220.7542639,642976419.248939,0.0,30169549.203298904,59044359.03595164,586247097.4457523,742539000.0
2024-06-30,YDUQS PARTICIPACOES S.A.,BRL,1690337513.2684453,391017937.1390533,1690337513.2684453,232887573.53867188,1581502617.7068527,568181818.1818181,0.0,36047172.69668783,76463666.94852743,1473661011.4603386,878936000.0
2024-09-30,YDUQS PARTICIPACOES S.A.,BRL,1736347131.7117944,418549426.3423589,1736347131.7117944,246703625.5162919,1611899586.9664984,593404681.0463516,0.0,87995043.59798072,172517852.22579166,1979288848.0954566,936130000.0
