CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;DT_INI_EXERC
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2011-12-31;1;Ativo Total;2966472.0000000000;S;
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2012-03-31;1;Ativo Total;3413083.0000000000;S;
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2011-12-31;1.01;Ativo Circulante;457129.0000000000;S;
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2012-03-31;1.01;Ativo Circulante;900607.0000000000;S;
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2011-12-31;1.01.01;Caixa e Equivalentes de Caixa;44709.0000000000;S;
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2012-03-31;1.01.01;Caixa e Equivalentes de Caixa;28607.0000000000;S;
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2011-12-31;1.01.02;Aplicações Financeiras;106638.0000000000;S;
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2012-03-31;1.01.02;Aplicações Financeiras;502773.0000000000;S;
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2011-12-31;1.01.02.01;Aplicações Financeiras Avaliadas a Valor Justo;0.0000000000;S;
02.800.026/0001-40;2012-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2012-03-31;1.01.02.01;Aplicações Financeiras Avaliadas a Valor Justo;0.0000000000;S;
