CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;DT_INI_EXERC
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.02.01.02;Títulos Designados a Valor Justo;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.02.01.02;Títulos Designados a Valor Justo;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.02.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.02.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.02.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.02.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.03;Contas a Receber;1940313.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.03;Contas a Receber;2306023.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.03.01;Clientes;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.03.01;Clientes;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.03.02;Outras Contas a Receber;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.03.02;Outras Contas a Receber;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.04;Estoques;370657.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.04;Estoques;390234.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.05;Ativos Biológicos;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.05;Ativos Biológicos;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.06;Tributos a Recuperar;315169.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.06;Tributos a Recuperar;334169.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.06.01;Tributos Correntes a Recuperar;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.06.01;Tributos Correntes a Recuperar;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.07;Despesas Antecipadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.07;Despesas Antecipadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.08;Outros Ativos Circulantes;353334.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.08;Outros Ativos Circulantes;397719.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.08.01;Ativos Não-Correntes a Venda;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.08.01;Ativos Não-Correntes a Venda;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.08.02;Ativos de Operações Descontinuadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.08.02;Ativos de Operações Descontinuadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.08.03;Outros;353334.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.08.03;Outros;397719.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.08.03.01;Adiantamentos;69239.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.08.03.01;Adiantamentos;83603.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.08.03.02;Demais Contas a Receber;150937.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.08.03.02;Demais Contas a Receber;180410.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.08.03.03;Dividendos a receber;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.08.03.03;Dividendos a receber;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.08.03.04;Contas a receber pela venda de controladas;132854.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.08.03.04;Contas a receber pela venda de controladas;133706.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.01.08.03.05;Partes relacionadas;304.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.01.08.03.05;Partes relacionadas;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02;Ativo Não Circulante;25081770.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02;Ativo Não Circulante;28206280.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01;Ativo Realizável a Longo Prazo;2685017.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01;Ativo Realizável a Longo Prazo;2847470.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.01.01;Títulos Designados a Valor Justo;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.01.01;Títulos Designados a Valor Justo;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;11774.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;11439.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.03.01;Títulos Mantidos até o Vencimento;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.03.01;Títulos Mantidos até o Vencimento;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.04;Contas a Receber;694283.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.04;Contas a Receber;716268.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.04.01;Clientes;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.04.01;Clientes;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.04.02;Outras Contas a Receber;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.04.02;Outras Contas a Receber;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.05;Estoques;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.05;Estoques;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.06;Ativos Biológicos;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.06;Ativos Biológicos;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.07;Tributos Diferidos;515900.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.07;Tributos Diferidos;614605.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.08;Despesas Antecipadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.08;Despesas Antecipadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.09;Créditos com Partes Relacionadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.09;Créditos com Partes Relacionadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.09.01;Créditos com Coligadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.09.01;Créditos com Coligadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.09.03;Créditos com Controladores;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.09.03;Créditos com Controladores;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.09.04;Créditos com Outras Partes Relacionadas;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.09.04;Créditos com Outras Partes Relacionadas;0.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.10;Outros Ativos Não Circulantes;1463060.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.10;Outros Ativos Não Circulantes;1505158.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.10.01;Ativos Não-Correntes a Venda;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.10.01;Ativos Não-Correntes a Venda;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.10.02;Ativos de Operações Descontinuadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.10.02;Ativos de Operações Descontinuadas;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.10.03;Adiantamentos;1680.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.10.03;Adiantamentos;1680.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.10.04;Tributos a Recuperar ;5829.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.10.04;Tributos a Recuperar ;6429.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.10.05;Depositos Judiciais ;102656.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.10.05;Depositos Judiciais ;111173.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.10.06;Garantia para Provisões Previdenciárias, Trabalhistas e Cíveis ;933219.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.10.06;Garantia para Provisões Previdenciárias, Trabalhistas e Cíveis ;952487.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.10.07;Demais Contas a Receber ;58125.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.10.07;Demais Contas a Receber ;65815.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.01.10.08;Contas a receber pela venda de controladas ;361551.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.01.10.08;Contas a receber pela venda de controladas ;367574.0000000000;N;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.02;Investimentos;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.02;Investimentos;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2018-12-31;1.02.02.01;Participações Societárias;0.0000000000;S;
02.800.026/0001-40;2019-03-31;1;COGNA EDUCAÇÃO S.A.;017973;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2019-03-31;1.02.02.01;Participações Societárias;0.0000000000;S;
