date,company_name,currency,total_assets,current_assets,total_liabilities,current_liabilities,total_debt,shareholder_equity,dividends_paid,net_income,operation_cash_flow,revenue,working_capital,country,debt_to_assets,debt_to_equity,roa,debt_change,log_total_assets
2019-03-31,ATGE,USD,2148703000.0,540091000.0,735634000.0,309205000.0,291589000.0,1404587000.0,0.0,36213000.0,105514000.0,,230886000.0,USA,0.13570465531997675,0.2075976781787102,0.01685342273920593,-495000.0,21.48813024124003
2019-06-30,ATGE,USD,2242696000.0,504700000.0,841623000.0,311631000.0,401094000.0,1391530000.0,0.0,52060000.0,76323000.0,,193069000.0,USA,0.1788445692149092,0.2882395636457712,0.02321313276520759,109505000.0,21.530944550530474
2019-09-30,ATGE,USD,2460324000.0,456113000.0,1129944000.0,412475000.0,576712000.0,1327193000.0,0.0,17408000.0,47468000.0,,43638000.0,USA,0.23440489951729934,0.43453514296714946,0.007075490870308138,175618000.0,21.623558885535108
2019-12-31,ATGE,USD,2390610000.0,389929000.0,1092616000.0,304188000.0,648136000.0,1294912000.0,0.0,1303000.0,-61142000.0,,85741000.0,USA,0.27111741354716995,0.5005251322097564,0.0005450491715503574,71424000.0,21.594814400449685
2020-03-31,ATGE,USD,2444020000.0,544266000.0,1146499000.0,344686000.0,680731000.0,1294559000.0,0.0,153431000.0,119205000.0,,199580000.0,USA,0.27852922643840883,0.5258400737239477,0.06277812783856106,32595000.0,21.616910061528333
2020-06-30,ATGE,USD,2228687000.0,692766000.0,915414000.0,345983000.0,516791000.0,1310421000.0,0.0,71395000.0,2161000.0,,346783000.0,USA,0.2318813723057567,0.39437020621617025,0.032034556669465024,-163940000.0,21.524678459776318
2020-09-30,ATGE,USD,2329897000.0,768473000.0,996165000.0,409937000.0,530125000.0,1330971000.0,0.0,27446000.0,79927000.0,,358536000.0,USA,0.22753151748768294,0.39829943702755355,0.011779919884870448,13334000.0,21.569089897538323
2020-12-31,ATGE,USD,2244664000.0,680447000.0,928290000.0,340743000.0,534921000.0,1313779000.0,0.0,31588000.0,-16534000.0,,339704000.0,USA,0.2383078269175253,0.4071620873830378,0.014072484790596721,4796000.0,21.53182168101529
2021-03-31,ATGE,USD,3031000000.0,1497278000.0,1722283000.0,382205000.0,1289861000.0,1306224000.0,0.0,29707000.0,80770000.0,,1115073000.0,USA,0.42555625206202574,0.9874730520951996,0.00980105575717585,754940000.0,21.832158435022077
2021-06-30,ATGE,USD,3053836000.0,1514953000.0,1750976000.0,408807000.0,1293895000.0,1301070000.0,0.0,12861000.0,48036000.0,,1106146000.0,USA,0.4236949855853425,0.9944853082462896,0.004211424582066621,4034000.0,21.839664342235462
2021-09-30,ATGE,USD,3768190000.0,709257000.0,2501219000.0,635695000.0,1828317000.0,1265181000.0,0.0,-40634000.0,40864000.0,,73562000.0,USA,0.4851976678458358,1.4451031117286774,-0.010783426525732514,534422000.0,22.0498606170177
2021-12-31,ATGE,USD,3659773000.0,610507000.0,2370093000.0,497475000.0,1818710000.0,1287890000.0,0.0,2486000.0,-39770000.0,,113032000.0,USA,0.49694612206822664,1.4121625294085676,0.0006792771027055503,-9607000.0,22.02066696057833
2022-03-31,ATGE,USD,3518460000.0,1010996000.0,2027153000.0,521206000.0,1465650000.0,1491307000.0,0.0,5857000.0,50388000.0,,489790000.0,USA,0.4165600859466926,0.9827956282643345,0.0016646487383684908,-353060000.0,21.981289230825368
2022-06-30,ATGE,USD,3029175000.0,556039000.0,1524108000.0,417527000.0,1066734000.0,1505067000.0,0.0,2464000.0,-41058000.0,,138512000.0,USA,0.35215330906930103,0.7087618026307134,0.0008134227966360478,-398916000.0,21.83155614216579
2022-09-30,ATGE,USD,2996049000.0,569922000.0,1486010000.0,490549000.0,956601000.0,1510039000.0,3486000.0,5846000.0,91394000.0,,79373000.0,USA,0.3192875016396594,0.6334942342548768,0.001951236445064817,-110133000.0,21.820560257607827
2022-12-31,ATGE,USD,2843038000.0,423116000.0,1320316000.0,371462000.0,908722000.0,1522722000.0,284000.0,23617000.0,-49980000.0,,51654000.0,USA,0.3196306204841441,0.5967747231602354,0.008306958964319154,-47879000.0,21.768139035688453
2023-03-31,ATGE,USD,2867117000.0,533034000.0,1356732000.0,437920000.0,905025000.0,1510385000.0,0.0,48739000.0,108003000.0,,95114000.0,USA,0.3156568078665782,0.5992015280872095,0.016999306271770563,-3697000.0,21.776572832223202
2023-06-30,ATGE,USD,2810541000.0,478539000.0,1353205000.0,431203000.0,896191000.0,1457336000.0,153262000.0,23550000.0,53491000.0,,47336000.0,USA,0.3188677909342009,0.6149515279935444,0.008379169704338062,-8834000.0,21.75664282845157
2023-09-30,ATGE,USD,2794161000.0,472928000.0,1415498000.0,495635000.0,891929000.0,1378663000.0,0.0,11959000.0,95073000.0,,-22707000.0,USA,0.319211741914657,0.6469521558205305,0.0042799967503662105,-4262000.0,21.750797719599895
2023-12-31,ATGE,USD,2700925000.0,378099000.0,1331526000.0,398573000.0,896572000.0,1369399000.0,0.0,37713000.0,-7101000.0,,-20474000.0,USA,0.3319499800994104,0.6547193330796941,0.01396299415940835,4643000.0,21.716860143877845
2024-03-31,ATGE,USD,2715034000.0,387634000.0,1394071000.0,509110000.0,840298000.0,1320963000.0,0.0,37441000.0,153639000.0,,-121476000.0,USA,0.30949814993108743,0.6361253116097877,0.01379025087715292,-56274000.0,21.722070313274155
2024-06-30,ATGE,USD,2741417000.0,418085000.0,1372282000.0,487657000.0,847853000.0,1369135000.0,0.0,50600000.0,40570000.0,,-69572000.0,USA,0.3092754586405498,0.6192617966818466,0.01845760787213328,7555000.0,21.731740776953387
2024-09-30,ATGE,USD,2817707000.0,516914000.0,1427755000.0,551309000.0,843341000.0,1389952000.0,0.0,46245000.0,89316000.0,,-34395000.0,USA,0.2993004595580733,0.6067410960954047,0.016412281333722776,-4512000.0,21.759189270567216
2024-12-31,ATGE,USD,2722955000.0,407085000.0,1284045000.0,384554000.0,864608000.0,1438910000.0,0.0,71176000.0,-19019000.0,,22531000.0,USA,0.31752562932549383,0.60087705276911,0.02613924945509566,21267000.0,21.724983524610916
2025-03-31,ATGE,USD,2789759000.0,450343000.0,1357046000.0,540569000.0,780528000.0,1432713000.0,0.0,60794000.0,207910000.0,,-90226000.0,USA,0.2797833074469874,0.5447901987348478,0.02179184653584772,-84080000.0,21.749221049120408
2025-06-30,ATGE,USD,2752352000.0,416190000.0,1318727000.0,507927000.0,774000000.0,1433625000.0,0.0,54462000.0,59692000.0,,-91737000.0,USA,0.281214030763507,0.5398901386345801,0.019787439978607387,-6528000.0,21.735721655814853
2010-12-31,COGNA EDUCAÇÃO S.A.,BRL,1972113606.3408191,361934670.3494656,1972113606.3408191,240965533.80569237,164412753.69280654,1470234177.9752612,0.0,0.0,0.0,0.0,201462000.0,Brazil,0.08336880449695191,0.11182759600870401,0.0,,21.402371701173777
2011-03-31,COGNA EDUCAÇÃO S.A.,BRL,696038454.4505191,150015971.49702072,696038454.4505191,86780514.77363475,57905891.02524725,521401806.0077401,0.0,19814484.919221085,7112844.769334726,119792984.82707784,102941000.0,Brazil,0.08319352279316307,0.11105809446388387,0.028467514679003533,-106506862.6675593,20.36091546741973
2011-06-30,COGNA EDUCAÇÃO S.A.,BRL,738587451.1311927,167695955.90591553,738587451.1311927,104787540.8575274,55554060.11664423,540024354.2908415,0.0,10091649.041850926,10621034.416458374,333043004.550407,98156000.0,Brazil,0.07521663146531901,0.10287324946593876,0.013663445034700952,-2351830.90860302,20.4202500701642
2011-09-30,COGNA EDUCAÇÃO S.A.,BRL,796563444.1087613,293821212.7751403,796563444.1087613,73886491.15235218,8628614.587829089,659514458.3513163,0.0,35231441.51920587,12948316.78895123,387023629.6935693,407671000.0,Brazil,0.010832300492377295,0.013083283434603216,0.044229297464968065,-46925445.52881514,20.495817337762738
2011-12-31,COGNA EDUCAÇÃO S.A.,BRL,4740439443.229694,731367393.7390007,4740439443.229694,933841395.1255932,1222584928.8037972,2360403711.802037,0.0,0.0,0.0,0.0,-379659000.0,Brazil,0.25790539958271075,0.5179558575894722,0.0,1213956314.2159681,22.27939567789826
2012-03-31,COGNA EDUCAÇÃO S.A.,BRL,1873776008.7839687,494431512.4897063,1873776008.7839687,194050507.8232226,327285204.50178427,1183898984.3535547,0.0,46542959.09964315,27100192.14932748,186987098.54515508,547144000.0,Brazil,0.17466613029920464,0.2764469003075394,0.02483912638514798,-895299724.3020129,21.351221487889934
2012-06-30,COGNA EDUCAÇÃO S.A.,BRL,1884073340.9214628,293059335.8737071,1884073340.9214628,214098579.7001039,282468946.40471125,1084315336.2696097,0.0,74064433.1172366,53741772.65304102,479868857.326669,159556000.0,Brazil,0.1499246023334534,0.26050442796142165,0.039310801500441146,-44816258.09707302,21.35670194064516
2012-09-30,COGNA EDUCAÇÃO S.A.,BRL,1945359605.9113305,326213793.10344833,1945359605.9113305,230494581.2807882,286223152.70935965,1115581280.7881775,0.0,117749753.6945813,116941871.92118227,702512315.270936,194310000.0,Brazil,0.14713123056509364,0.25656862268891606,0.060528528163521625,3754206.3046483994,21.38871268428527
2012-12-31,COGNA EDUCAÇÃO S.A.,BRL,5556689020.510059,793787752.7044888,5556689020.510059,541226198.0517892,832747075.2361839,3298552058.3484263,0.0,0.0,0.0,0.0,515958000.0,Brazil,0.1498638977568236,0.2524583697651683,0.0,546523922.5268242,22.438268267920147
2013-03-31,COGNA EDUCAÇÃO S.A.,BRL,1955100337.770713,343456685.87323666,1955100337.770713,181900953.70554343,286003377.70713294,1195036757.4011524,0.0,85591595.46989867,65690939.79733758,248216769.3224717,325244000.0,Brazil,0.14628577990695144,0.23932600895817194,0.043778620368657796,-546743697.529051,21.39370735273461
2013-06-30,COGNA EDUCAÇÃO S.A.,BRL,1764141309.2550793,318553498.8713319,1764141309.2550793,157000902.93453726,251468623.02483076,1113815349.8871334,-45563882.61851016,167646049.66139957,153122799.09706548,660389164.7855531,357839000.0,Brazil,0.14254448989180754,0.22577227280115408,0.09502983053675516,-34534754.68230218,21.290929898610052
2013-09-30,COGNA EDUCAÇÃO S.A.,BRL,1798214317.7536557,356071588.7682784,1798214317.7536557,162668430.96797344,254713824.347358,1146275231.0038574,-55870637.83977752,236704494.48282048,235528393.28967437,903156903.2026554,431173000.0,Brazil,0.14164820168129272,0.22221000459400211,0.13163308296783763,3245201.32252723,21.310059963753105
2013-12-31,COGNA EDUCAÇÃO S.A.,BRL,5225228864.2186165,1069699829.205807,5225228864.2186165,613695986.3364645,707460717.3356105,3354426558.4970107,0.0,0.0,0.0,0.0,1067961000.0,Brazil,0.13539324988808973,0.2109036239125761,0.0,452746892.9882525,22.376764435602347
2014-03-31,COGNA EDUCAÇÃO S.A.,BRL,1911694660.5374825,470553394.6251768,1911694660.5374825,197412482.3196605,250793847.24186704,1281512553.0410185,0.0,121444925.74257426,80436704.38472418,297933610.3253182,617954000.0,Brazil,0.1311892805995258,0.19570143628069453,0.06352736566645502,-456666870.09374344,21.37125594245119
2014-06-30,COGNA EDUCAÇÃO S.A.,BRL,1978236523.002861,486795948.9531768,1978236523.002861,198786956.71919703,181653571.91516417,1413175439.3932512,-42234888.05122848,368989054.90712565,202155411.2357509,964603751.3056904,634167000.0,Brazil,0.09182601261421633,0.12854283116691964,0.1865242354069064,-69140275.32670286,21.405471639844937
2014-09-30,COGNA EDUCAÇÃO S.A.,BRL,6201803787.136794,597839128.3055828,6201803787.136794,417288197.8452497,527557541.625857,4557850555.011427,-256361002.28534117,395696212.863206,351802970.9435194,1505804358.4720862,442422000.0,Brazil,0.08506517776651817,0.11574700294765025,0.0638034072738519,345903969.7106928,22.548106020093698
2014-12-31,COGNA EDUCAÇÃO S.A.,BRL,17494554902.846813,1638692950.7455945,17494554902.846813,1068577722.5485766,1118676005.4225037,12930872119.295074,0.0,0.0,0.0,0.0,1513998000.0,Brazil,0.06394423931531212,0.08651203067372754,0.0,591118463.7966467,23.585155521050417
2015-03-31,COGNA EDUCAÇÃO S.A.,BRL,4922734613.705806,525771653.0523166,4922734613.705806,290040219.49242383,290558396.20876724,3682470536.8834577,0.0,115901664.89991894,19513936.521793354,401532393.8392468,756085000.0,Brazil,0.05902377824711468,0.07890311498722055,0.023544162745890714,-828117609.2137365,22.317130028836104
2015-06-30,COGNA EDUCAÇÃO S.A.,BRL,5314458557.65821,669964860.2469454,5314458557.65821,351397852.92885005,300456494.406654,3917766530.191173,0.0,388161771.81727326,96773912.76314516,1325073342.1451368,988163000.0,Brazil,0.05653567360567559,0.07669076043487277,0.073038818085791,9898098.197886765,22.393696972931817
2015-09-30,COGNA EDUCAÇÃO S.A.,BRL,4155574492.7244334,534403101.5558128,4155574492.7244334,282405468.0026182,223635516.84205225,3094877649.6651726,0.0,355844368.3601027,174567242.33422282,1301206384.371381,1000985000.0,Brazil,0.05381578822220432,0.07225988945516047,0.08563060750880869,-76820977.56460175,22.14771652109302
2015-12-31,COGNA EDUCAÇÃO S.A.,BRL,12785349623.482405,1261422314.4306133,12785349623.482405,901740433.3794376,614117104.6565238,9574064853.234978,0.0,0.0,0.0,0.0,1404270000.0,Brazil,0.04803287534105414,0.06414382125780357,0.0,390481587.8144716,23.27156579169676
2016-03-31,COGNA EDUCAÇÃO S.A.,BRL,4766740297.332995,622469437.6528116,4766740297.332995,292503723.6882781,211286569.4292218,3675072928.0836353,-19719528.98856195,168438580.22089198,-10487873.42270185,356389005.98600453,1174117000.0,Brazil,0.044325169035837185,0.05749180317338548,0.035336219242976974,-402830535.227302,22.284928532417794
2016-06-30,COGNA EDUCAÇÃO S.A.,BRL,5384663467.5308485,739310420.0423782,5384663467.5308485,349349370.55964106,232280942.2909136,4182805683.659479,-83961423.40770285,510439361.83472514,200677115.7920977,1262132930.3253148,1251463000.0,Brazil,0.043137504078305314,0.05553232922063313,0.09479503499385607,20994372.861691803,22.406820651178663
2016-09-30,COGNA EDUCAÇÃO S.A.,BRL,5208656026.620656,651738353.4631501,5208656026.620656,346016144.9346808,216079923.5888588,4053844897.707666,0.0,267721838.79714075,355871641.6070989,1254757209.7609072,992252000.0,Brazil,0.04148477505224129,0.05330246446060279,0.05139940849018533,-16201018.702054799,22.37358769909267
2016-12-31,COGNA EDUCAÇÃO S.A.,BRL,16204755255.485653,2435195335.2769675,16204755255.485653,1146619610.250115,536226177.6891207,12750680374.4054,0.0,0.0,0.0,0.0,4198824000.0,Brazil,0.0330906680930955,0.042054710960012315,0.0,320146254.1002619,23.508570570401226
2017-03-31,COGNA EDUCAÇÃO S.A.,BRL,5662631163.583559,940071974.240798,5662631163.583559,381476103.2893491,168778647.64189658,4532298440.558116,0.0,155840962.18195593,46616579.32950313,430936927.8363533,1769520000.0,Brazil,0.0298056932839479,0.03723908516957962,0.027520945242588076,-367447530.04722416,22.457154491034057
2017-06-30,COGNA EDUCAÇÃO S.A.,BRL,5485459245.3742895,903816966.9851252,5485459245.3742895,367956222.0341033,150775486.75777,4443403676.381667,-94717317.69258678,480099467.8921273,215486153.10194704,1331450598.621357,1772413000.0,Brazil,0.027486392663460965,0.033932430573255686,0.08752220122626554,-18003160.884126574,22.42536665467536
2017-09-30,COGNA EDUCAÇÃO S.A.,BRL,5831672349.561153,1130029361.621519,5831672349.561153,395863799.962114,142284523.5840121,4749010860.642797,-164552945.6336427,613276820.1048177,398461514.1756645,1746418197.8910146,2325396000.0,Brazil,0.024398579867869176,0.029960875592681485,0.10516311331362233,-8490963.17375791,22.486569648586386
2017-12-31,COGNA EDUCAÇÃO S.A.,BRL,16932722380.117311,3207481102.981193,16932722380.117311,1220475902.521618,309513212.79554933,13794272842.716331,0.0,0.0,0.0,0.0,6571821000.0,Brazil,0.018278998843032173,0.02243780562590357,0.0,167228689.21153724,23.55251382229751
2018-03-31,COGNA EDUCAÇÃO S.A.,BRL,5713915804.044295,1112976649.0129995,5713915804.044295,355922002.8887819,86898772.2676938,4717866815.117959,0.0,143059400.5777564,3455705.344246509,410244643.7168994,2515844000.0,Brazil,0.015208269643418103,0.018419081265548847,0.02503701585460873,-222614440.52785552,22.46617040561743
2018-06-30,COGNA EDUCAÇÃO S.A.,BRL,4965948848.308778,884807273.2932144,4965948848.308778,309108736.25233454,68572317.90827973,4078245746.005396,-85366777.33969705,365768053.5380785,102405063.29113925,1145432402.988172,2219433000.0,Brazil,0.013808502665433812,0.016814170155255034,0.07365521971951963,-18326454.35941407,22.325870223598503
2018-09-30,COGNA EDUCAÇÃO S.A.,BRL,6241147303.474633,2176733944.495791,6241147303.474633,298485499.4629431,1433268803.2373292,3970199335.548173,-126569829.89034046,409261609.1724327,267139609.8218969,1346337771.3386457,7519192000.0,Brazil,0.229648289576403,0.3610067611477838,0.06557473959068144,1364696485.3290496,22.554429865163385
2018-12-31,COGNA EDUCAÇÃO S.A.,BRL,24403308295.906254,4316634918.176656,24403308295.906254,1986601104.7442052,5992518197.30525,13151863610.551855,0.0,0.0,0.0,0.0,9027017000.0,Brazil,0.24556171338090735,0.4556402328030075,0.0,4559249394.067921,23.91798454595243
2019-03-31,COGNA EDUCAÇÃO S.A.,BRL,8635945689.279022,1396326582.9932497,8635945689.279022,651883165.2164985,1942855162.8551624,4122785092.785093,0.0,64204974.2049742,-68636841.9701753,472037935.3712687,2900426000.0,Brazil,0.22497306406953133,0.4712482264125711,0.007434619961156147,-4049663034.4500875,22.879199060704604
2019-06-30,COGNA EDUCAÇÃO S.A.,BRL,8831044994.258274,1180171729.8256605,8831044994.258274,650800448.8986325,2198583098.4445143,4189019469.673244,-34850976.09353795,138277742.9794342,-28197097.81814386,1389450099.1752794,2028339000.0,Brazil,0.24896069489782674,0.5248443255901148,0.015658140465747705,255727935.5893519,22.901539190455573
2019-09-30,COGNA EDUCAÇÃO S.A.,BRL,7856481819.49181,940547576.732792,7856481819.49181,534286949.42120177,2712673039.050867,3858178827.032999,-45297564.72453047,103615207.26259668,-79077765.50266583,1588206446.0348718,1691588000.0,Brazil,0.34527834485924314,0.7030967616233994,0.013188499590940178,514089940.6063528,22.78460473751959
2019-12-31,COGNA EDUCAÇÃO S.A.,BRL,25397716681.96819,3333751023.547803,25397716681.96819,2047560854.5693653,9012231210.14367,11787748939.232277,0.0,0.0,0.0,0.0,5183475000.0,Brazil,0.35484415087369453,0.7645421748124392,0.0,6299558171.092802,23.957925112519455
2020-03-31,COGNA EDUCAÇÃO S.A.,BRL,6980112156.364825,1240643504.3573613,6980112156.364825,631014216.733037,2336202650.968623,3520292799.292049,0.0,-7273234.451049422,-42573055.539524056,313089013.2933187,3168914000.0,Brazil,0.334694142247894,0.6636387323913644,-0.001041993923323612,-6676028559.175046,22.66633082183871
2020-06-30,COGNA EDUCAÇÃO S.A.,BRL,6590672279.650803,1320702597.0705338,6590672279.650803,586178726.6683713,2321586368.119224,3260572743.543851,0.0,-171996383.82583922,-3939255.579501041,798573254.9220148,4021812000.0,Brazil,0.35225334679245046,0.7120179645481359,-0.02609694072589393,-14616282.84939909,22.608921195379157
2020-09-30,COGNA EDUCAÇÃO S.A.,BRL,6397199872.342689,1484004716.2284358,6397199872.342689,765408237.4425986,2197524157.373096,3236766723.9942555,0.0,-547404124.0403539,29701069.129979964,977335153.6320276,4052956000.0,Brazil,0.34351344357298486,0.678925713454349,-0.08556933267115376,-124062210.74612808,22.579126211625805
2020-12-31,COGNA EDUCAÇÃO S.A.,BRL,17773207598.006195,5353256673.274186,17773207598.006195,3038000615.8465,5920617578.568542,8247626296.64556,0.0,0.0,0.0,0.0,12030302000.0,Brazil,0.33312037491942187,0.71785715860775,0.0,3723093421.1954455,23.60095796918304
2021-03-31,COGNA EDUCAÇÃO S.A.,BRL,5231433461.477697,1474024435.1993258,5231433461.477697,1690017905.1029544,1679680341.2501974,2493355978.022364,0.0,-16004353.397581056,26893113.55697158,194056383.52028367,-1230450000.0,Brazil,0.3210745876094439,0.6736624677966988,-0.0030592673146721786,-4240937237.318344,22.377951161881533
2021-06-30,COGNA EDUCAÇÃO S.A.,BRL,5923750399.872041,1660070777.3512475,5923750399.872041,877486404.3506078,1923724808.0614204,2821355566.21881,0.0,-60858525.271912985,42766914.587332055,681901791.4267434,3914174000.0,Brazil,0.3247477827733888,0.6818441571473399,-0.01027364780143802,244044466.81122303,22.502235598749262
2021-09-30,COGNA EDUCAÇÃO S.A.,BRL,5313418584.981981,1442170147.8267264,5313418584.981981,936917518.5702728,1694560197.102302,2523695300.4339194,0.0,-178137640.65602708,63342281.38559976,791151540.7810546,2747968000.0,Brazil,0.31892089245365723,0.6714599012055625,-0.03352599419882354,-229164610.95911837,22.39350126636397
2021-12-31,COGNA EDUCAÇÃO S.A.,BRL,15329765587.1969,3746272513.8443336,15329765587.1969,2197888313.4106345,5319794799.189949,7403715478.77202,0.0,0.0,0.0,0.0,8639829000.0,Brazil,0.3470238842812398,0.7185304209005462,0.0,3625234602.087647,23.45306223859756
2022-03-31,COGNA EDUCAÇÃO S.A.,BRL,6007573461.116272,1463783880.7734528,6007573461.116272,864550789.4959049,2078931225.1963189,2905435911.5089087,0.0,-1813096.3438318,-2886726.336232374,248384699.8226801,2838687000.0,Brazil,0.3460517359716199,0.7155316064489087,-0.0003018017766352718,-3240863573.9936304,22.51628675373422
2022-06-30,COGNA EDUCAÇÃO S.A.,BRL,5329848779.928972,1286201550.3875968,5329848779.928972,865863787.3754152,1823527131.7829456,2606188375.911712,0.0,-46574827.20433803,22583342.880054988,665835338.144881,2201477000.0,Brazil,0.342134872315692,0.6996912228744895,-0.008738489425765416,-255404093.41337323,22.396588703226183
2022-09-30,COGNA EDUCAÇÃO S.A.,BRL,4869460229.374769,891930632.6304107,4869460229.374769,718257121.7166111,1512513133.555309,2483890122.0865707,0.0,-107945615.98224196,11612652.608213097,825108583.0558639,938879000.0,Brazil,0.31061207244925243,0.6089291632130391,-0.022167881222453684,-311013998.2276366,22.306248932040827
2022-12-31,COGNA EDUCAÇÃO S.A.,BRL,15178979318.011925,2909505472.388875,15178979318.011925,2339965498.0736423,4717749132.659906,7614223227.463533,0.0,0.0,0.0,0.0,2971347000.0,Brazil,0.31080806118904547,0.6195969032853655,0.0,3205235999.104597,23.443177368050637
2023-03-31,COGNA EDUCAÇÃO S.A.,BRL,5083997401.4725,903010945.3128076,5083997401.4725,607100673.2548527,1508360171.6603017,2616078192.0548058,0.0,10613803.693058783,2621166.187645183,261796921.13862756,1503165000.0,Brazil,0.2966878329291492,0.5765730459591333,0.002087688654204399,-3209388960.9996047,22.34936367915478
2023-06-30,COGNA EDUCAÇÃO S.A.,BRL,5314364338.189516,963704187.9384054,5314364338.189516,681981488.3991201,1622203959.6563318,2746099697.0074296,0.0,-15751048.022247126,46895986.386087246,851539866.3512224,1357509000.0,Brazil,0.30524891716569436,0.5907301768483254,-0.002963863036084792,113843787.99603009,22.393679243881365
2023-09-30,COGNA EDUCAÇÃO S.A.,BRL,5037408827.641303,876962053.1256242,5037408827.641303,722198721.7894948,1484952865.9876175,2620256840.423408,0.0,-48792290.79288996,73312961.85340524,1049856800.479329,774900000.0,Brazil,0.2947850604936757,0.5667203470586737,-0.009685989853584362,-137251093.66871428,22.340157665324174
2023-12-31,COGNA EDUCAÇÃO S.A.,BRL,15577827380.337557,3089009647.3650503,15577827380.337557,2274457000.020658,4857050013.42781,7874653872.37383,0.0,0.0,0.0,0.0,3943005000.0,Brazil,0.31179251732872665,0.6167953655039371,0.0,3372097147.440192,23.46911441839276
2024-03-31,COGNA EDUCAÇÃO S.A.,BRL,5014962366.882857,966152614.3005846,5014962366.882857,727070221.7951797,1574340019.2169108,2540170349.907919,0.0,-729241.7327247978,25756265.51365201,303631395.6281528,1194360000.0,Brazil,0.3139285809228258,0.6197773386631257,-0.0001454132014111347,-3282709994.210899,22.33569175422106
2024-06-30,COGNA EDUCAÇÃO S.A.,BRL,4314660417.75363,746713563.4996312,4314660417.75363,384869114.6573592,1262379684.4358883,2278922512.278934,0.0,-9167731.140816435,22777288.01971826,788014860.6588345,2011240000.0,Brazil,0.29257915159245124,0.5539370810697298,-0.0021247862527242626,-311960334.78102255,22.185284460297723
2024-09-30,COGNA EDUCAÇÃO S.A.,BRL,4381275447.45296,774894355.2088114,4381275447.45296,480520605.782469,1280328040.385498,2317604405.690684,0.0,-22216796.695731983,93451858.65075724,1011773841.211565,1603601000.0,Brazil,0.2922272419849367,0.5524359710577696,-0.00507085139069438,17948355.949609756,22.200605716993465
2010-03-31,LOPE,USD,221969000.0,129391000.0,122833000.0,96953000.0,28726000.0,99136000.0,0.0,11480000.0,49080000.0,89326000.0,32438000.0,USA,0.1294144677860422,0.2897635571336346,0.05171893372497961,,19.21804829044639
2010-06-30,LOPE,USD,237813000.0,132933000.0,124506000.0,98973000.0,28343000.0,113307000.0,0.0,12396000.0,-18953000.0,97522000.0,33960000.0,USA,0.1191818781984164,0.2501434156759953,0.052124988961915454,-383000.0,19.286995208514785
2010-09-30,LOPE,USD,281542000.0,153074000.0,154437000.0,128982000.0,28892000.0,127105000.0,0.0,12918000.0,50407000.0,98946000.0,24092000.0,USA,0.10262056815679366,0.22730813107273515,0.04588302988541674,549000.0,19.45579219512518
2010-12-31,LOPE,USD,284255000.0,142284000.0,147595000.0,122848000.0,25731000.0,136660000.0,2175000.0,7571000.0,3570000.0,100031000.0,19436000.0,USA,0.09052083516560834,0.18828479438021367,0.026634535892068743,-3161000.0,19.46538228058973
2011-03-31,LOPE,USD,286464000.0,128286000.0,151151000.0,127030000.0,25037000.0,135313000.0,0.0,11298000.0,23413000.0,101709000.0,1256000.0,USA,0.08740016197497766,0.18503026316761878,0.03943951072386059,-694000.0,19.473123431773626
2011-06-30,LOPE,USD,289943000.0,109807000.0,147284000.0,121123000.0,23839000.0,142659000.0,0.0,13258000.0,12613000.0,103118000.0,-11316000.0,USA,0.0822196086817064,0.1671047743219846,0.04572622894844849,-1198000.0,19.485194909901836
2011-09-30,LOPE,USD,303060000.0,106784000.0,156388000.0,128592000.0,23676000.0,146672000.0,0.0,12868000.0,29465000.0,108909000.0,-21808000.0,USA,0.07812314393189468,0.16142140285807788,0.042460238896588134,-163000.0,19.52944136367229
2011-12-31,LOPE,USD,317847000.0,115414000.0,154554000.0,121505000.0,22784000.0,163293000.0,14676000.0,15324000.0,31608000.0,113005000.0,-6091000.0,USA,0.07168228738984479,0.13952833250659857,0.048211875525016754,-892000.0,19.577080692887805
2012-03-31,LOPE,USD,349969000.0,130299000.0,168099000.0,136134000.0,21955000.0,181870000.0,0.0,14469000.0,45179000.0,117131000.0,-5835000.0,USA,0.06273412787989793,0.12071809534282729,0.04134366186719395,-829000.0,19.673355137096483
2012-06-30,LOPE,USD,375098000.0,129229000.0,176452000.0,145794000.0,21610000.0,198646000.0,0.0,15598000.0,34396000.0,119260000.0,-16565000.0,USA,0.05761161083236914,0.10878648450006544,0.04158379943374798,-345000.0,19.74269788312641
2012-09-30,LOPE,USD,423089000.0,154347000.0,205861000.0,173869000.0,21137000.0,217228000.0,0.0,18471000.0,45159000.0,133568000.0,-19522000.0,USA,0.04995875572279119,0.09730329423462905,0.04365748105008639,-473000.0,19.863093116770433
2012-12-31,LOPE,USD,494923000.0,214174000.0,260864000.0,152727000.0,100375000.0,234059000.0,94871000.0,20909000.0,19462000.0,141298000.0,61447000.0,USA,0.20280932589513925,0.42884486390183674,0.042246975792193935,79238000.0,20.01991275287739
2013-03-31,LOPE,USD,523894000.0,227998000.0,265430000.0,157674000.0,98703000.0,258464000.0,0.0,20945000.0,31713000.0,142030000.0,70324000.0,USA,0.18840261579632522,0.3818829701621889,0.03997946149411904,-1672000.0,20.076799931745583
2013-06-30,LOPE,USD,541666000.0,223597000.0,253116000.0,146486000.0,97039000.0,288550000.0,0.0,19064000.0,12323000.0,141463000.0,77111000.0,USA,0.1791491435681767,0.33629873505458324,0.03519512024014799,-1664000.0,20.110160133290012
