date,company_name,currency,total_assets,current_assets,total_liabilities,current_liabilities,total_debt,shareholder_equity,dividends_paid,net_income,operation_cash_flow,revenue,working_capital,country,debt_to_assets,debt_to_equity,roa,debt_change,log_total_assets
2023-03-31,APEI,USD,618522000.0,195857000.0,275609000.0,79326000.0,209800000.0,342913000.0,1455000.0,-5740000.0,12758000.0,149689000.0,116531000.0,USA,0.33919569554518675,,-0.009280187285173365,833000.0,20.242843319091467
2023-06-30,APEI,USD,558807000.0,188976000.0,273927000.0,79190000.0,208769000.0,284880000.0,1488000.0,-51232000.0,15741000.0,147214000.0,109786000.0,USA,0.3735976822051263,,-0.09168102761776427,-1031000.0,20.141314712111857
2023-09-30,APEI,USD,555271000.0,203125000.0,273881000.0,82276000.0,205812000.0,281390000.0,1523000.0,-3328000.0,20158000.0,150838000.0,120849000.0,USA,0.3706514476714973,,-0.005993469855259864,-2957000.0,20.13496684082506
2023-12-31,APEI,USD,557386000.0,217382000.0,265410000.0,73989000.0,204730000.0,291976000.0,1539000.0,13014000.0,-3143000.0,152804000.0,143393000.0,USA,0.367303807415328,,0.02334827211304195,-1082000.0,20.13876855608385
2024-03-31,APEI,USD,558980000.0,223757000.0,270507000.0,79625000.0,204129000.0,288473000.0,1535000.0,516000.0,20744000.0,154432000.0,144132000.0,USA,0.36518122294178684,,0.0009231099502665569,-601000.0,20.141624252304005
2024-06-30,APEI,USD,560703000.0,223495000.0,272008000.0,78875000.0,205382000.0,288695000.0,1531000.0,371000.0,12454000.0,152895000.0,144620000.0,USA,0.366293741963214,,0.0006616693686318782,1253000.0,20.144701911534376
2024-09-30,APEI,USD,569588000.0,236501000.0,279170000.0,89408000.0,203300000.0,290418000.0,1531000.0,2262000.0,14075000.0,153122000.0,147093000.0,USA,0.35692465431153747,,0.003971291530018188,-2082000.0,20.16042385042439
2024-12-31,APEI,USD,570103000.0,260572000.0,266224000.0,79155000.0,200622000.0,303879000.0,1459000.0,12964000.0,1599000.0,164110000.0,181417000.0,USA,0.351904831232251,,0.022739750536306596,-2678000.0,20.16132760422266
2025-03-31,APEI,USD,578661000.0,272508000.0,268649000.0,83431000.0,198707000.0,310012000.0,1432000.0,8893000.0,36998000.0,164551000.0,189077000.0,USA,0.34339103551129246,,0.015368238053022409,-1915000.0,20.176227371841783
2025-06-30,APEI,USD,537369000.0,234958000.0,265129000.0,82907000.0,195669000.0,272240000.0,1319000.0,4496000.0,14809000.0,162766000.0,152051000.0,USA,0.3641240934999972,,0.008366690300333662,-3038000.0,20.102195567331087
2010-03-31,ATGE,USD,1880227000.0,768583000.0,748103000.0,648763000.0,44757000.0,1127606000.0,7123000.0,80900000.0,214044000.0,,119820000.0,USA,0.023804040682321868,0.03969205555841313,0.04302671964608529,,21.354658351180067
2015-09-30,ATGE,USD,2136742000.0,718114000.0,589721000.0,439400000.0,99100000.0,1543369000.0,0.0,5386000.0,116581000.0,,278714000.0,USA,0.046379020022070984,0.06421017916000646,0.002520659958010841,54343000.0,21.48254807599965
2016-09-30,ATGE,USD,2324356000.0,423658000.0,717635000.0,444840000.0,130000000.0,1601678000.0,0.0,25149000.0,97768000.0,,-21182000.0,USA,0.05592947035652026,0.08116487833384738,0.010819771153816368,30900000.0,21.566708848369814
2016-12-31,ATGE,USD,2301433000.0,427433000.0,689800000.0,325556000.0,225000000.0,1604913000.0,11412000.0,14755000.0,-62849000.0,,101877000.0,USA,0.09776517500183582,0.1401945152167127,0.006411222920675944,95000000.0,21.55679780934877
2017-03-31,ATGE,USD,2317809000.0,428592000.0,656885000.0,402165000.0,120000000.0,1654324000.0,2000.0,40022000.0,134534000.0,,26427000.0,USA,0.051773032204120356,0.07253718135020709,0.017267169123944208,-105000000.0,21.56388817984952
2017-06-30,ATGE,USD,2314035000.0,471207000.0,638711000.0,377327000.0,125000000.0,1669039000.0,2000.0,43354000.0,58511000.0,,93880000.0,USA,0.054018197650424475,0.07489339673908159,0.018735239527492023,5000000.0,21.562258590927623
2017-09-30,ATGE,USD,2383596000.0,541626000.0,718991000.0,450518000.0,135000000.0,1658039000.0,0.0,12916000.0,90337000.0,,91108000.0,USA,0.0566371146788298,0.08142148646684427,0.00541870350512419,10000000.0,21.591876108701776
2017-12-31,ATGE,USD,2210722000.0,469809000.0,683358000.0,296819000.0,165000000.0,1519959000.0,0.0,-45974000.0,-40724000.0,,172990000.0,USA,0.07463625005767346,0.10855555972233462,-0.02079592097061503,30000000.0,21.51658499595486
2018-03-31,ATGE,USD,2287305000.0,539340000.0,717627000.0,378626000.0,120000000.0,1558287000.0,0.0,44513000.0,133651000.0,,160714000.0,USA,0.05246348869083922,0.07700763723242253,0.01946089393412772,-45000000.0,21.550640105578672
2018-06-30,ATGE,USD,2344961000.0,688000000.0,816565000.0,365781000.0,293073000.0,1520077000.0,0.0,102988000.0,55925000.0,,322219000.0,USA,0.12497990371694881,0.19280141729662378,0.04391885408755199,173073000.0,21.57553460757629
2018-09-30,ATGE,USD,2349865000.0,739386000.0,901016000.0,459086000.0,292579000.0,1440035000.0,0.0,-4878000.0,78014000.0,,280300000.0,USA,0.12450885476399708,0.20317492283173672,-0.0020758639326088945,-494000.0,21.57762371664384
2018-12-31,ATGE,USD,2122223000.0,506549000.0,683925000.0,244310000.0,292084000.0,1429647000.0,0.0,52629000.0,-54993000.0,,262239000.0,USA,0.1376311537477447,0.20430497878147544,0.024798996146964764,-495000.0,21.475729961154855
